('Instant food products',),	0.008032536858159633
('UHT-milk',),	0.03345195729537367
('baking powder',),	0.017691916624300967
('beef',),	0.05246568378240976
('berries',),	0.033248601931875954
('beverages',),	0.026029486527707167
('bottled beer',),	0.08052872394509406
('bottled water',),	0.11052364006100661
('brown bread',),	0.06487036095577021
('butter',),	0.05541433655312659
('butter milk',),	0.027961362480935434
('cake bar',),	0.013218098627351297
('candles',),	0.008947635993899338
('candy',),	0.0298932384341637
('canned beer',),	0.07768174885612608
('canned fish',),	0.015048296898830707
('canned vegetables',),	0.010777834265378749
('cat food',),	0.023284189120488054
('cereals',),	0.0056939501779359435
('chewing gum',),	0.021047280122013217
('chicken',),	0.04290798169801729
('chocolate',),	0.04961870869344179
('chocolate marshmallow',),	0.009049313675648195
('citrus fruit',),	0.08276563294356888
('cleaner',),	0.005083884087442806
('cling film/bags',),	0.011387900355871887
('coffee',),	0.05805795627859685
('condensed milk',),	0.010269445856634469
('cream cheese ',),	0.03965429588205389
('curd',),	0.05327910523640061
('curd cheese',),	0.005083884087442806
('dental care',),	0.005795627859684799
('dessert',),	0.03711235383833249
('detergent',),	0.019217081850533807
('dish cleaner',),	0.01047280122013218
('dishes',),	0.01759023894255211
('dog food',),	0.008540925266903915
('domestic eggs',),	0.06344687341128623
('female sanitary products',),	0.006100660904931368
('finished products',),	0.006507371631926792
('flour',),	0.017386883579054397
('flower (seeds)',),	0.010371123538383325
('frankfurter',),	0.058973055414336555
('frozen dessert',),	0.010777834265378749
('frozen fish',),	0.011692933401118455
('frozen meals',),	0.02836807320793086
('frozen potato products',),	0.008439247585155059
('frozen vegetables',),	0.04809354346720895
('fruit/vegetable juice',),	0.0722928317234367
('grapes',),	0.022369089984748347
('ham',),	0.026029486527707167
('hamburger meat',),	0.033248601931875954
('hard cheese',),	0.024504321301474327
('herbs',),	0.01626842907981698
('house keeping products',),	0.008337569903406202
('hygiene articles',),	0.03294356888662939
('ice cream',),	0.025012709710218607
('instant coffee',),	0.007422470767666497
('jam',),	0.005388917132689374
('kitchen towels',),	0.005998983223182512
('liquor',),	0.011082867310625319
('liquor (appetizer)',),	0.007930859176410779
('liver loaf',),	0.005083884087442806
('long life bakery product',),	0.037417386883579054
('margarine',),	0.05856634468734113
('mayonnaise',),	0.009150991357397052
('meat',),	0.025826131164209457
('misc. beverages',),	0.02836807320793086
('mustard',),	0.011997966446365024
('napkins',),	0.05236400610066091
('newspapers',),	0.07981698017285206
('oil',),	0.02806304016268429
('onions',),	0.031011692933401117
('other vegetables',),	0.1934926283680732
('packaged fruit/vegetables',),	0.013014743263853584
('pasta',),	0.015048296898830707
('pastry',),	0.08896797153024912
('pet care',),	0.00945602440264362
('photo/film',),	0.009252669039145907
('pickled vegetables',),	0.017895271987798677
('pip fruit',),	0.07564819522114896
('popcorn',),	0.007219115404168785
('pork',),	0.05765124555160142
('pot plants',),	0.01728520589730554
('processed cheese',),	0.016573462125063547
('red/blush wine',),	0.019217081850533807
('rice',),	0.007625826131164209
('roll products ',),	0.010269445856634469
('rolls/buns',),	0.18393492628368074
('root vegetables',),	0.10899847483477376
('salt',),	0.010777834265378749
('salty snack',),	0.03782409761057448
('sauces',),	0.005490594814438231
('sausage',),	0.09395017793594305
('seasonal products',),	0.014234875444839857
('semi-finished bread',),	0.017691916624300967
('shopping bags',),	0.09852567361464158
('sliced cheese',),	0.024504321301474327
('soda',),	0.17437722419928825
('soft cheese',),	0.01708185053380783
('softener',),	0.005490594814438231
('soups',),	0.00681240467717336
('sparkling wine',),	0.005592272496187087
('specialty bar',),	0.027351296390442297
('specialty cheese',),	0.008540925266903915
('specialty chocolate',),	0.03040162684290798
('spices',),	0.005185561769191663
('spread cheese',),	0.011184544992374174
('sugar',),	0.03385866802236909
('sweet spreads',),	0.009049313675648195
('tropical fruit',),	0.10493136756481952
('turkey',),	0.00813421453990849
('vinegar',),	0.006507371631926792
('waffles',),	0.038434163701067614
('whipped/sour cream',),	0.07168276563294357
('white bread',),	0.042094560244026434
('white wine',),	0.019013726487036097
('whole milk',),	0.25551601423487547
('yogurt',),	0.13950177935943062
('zwieback',),	0.006914082358922217
('bottled water', 'UHT-milk'),	0.007320793085917641
('other vegetables', 'UHT-milk'),	0.00813421453990849
('rolls/buns', 'UHT-milk'),	0.006405693950177936
('soda', 'UHT-milk'),	0.007625826131164209
('yogurt', 'UHT-milk'),	0.007422470767666497
('baking powder', 'other vegetables'),	0.007320793085917641
('baking powder', 'whole milk'),	0.009252669039145907
('bottled water', 'beef'),	0.0062023385866802234
('butter', 'beef'),	0.005795627859684799
('citrus fruit', 'beef'),	0.008439247585155059
('domestic eggs', 'beef'),	0.005998983223182512
('fruit/vegetable juice', 'beef'),	0.005083884087442806
('margarine', 'beef'),	0.0062023385866802234
('newspapers', 'beef'),	0.006405693950177936
('other vegetables', 'beef'),	0.019725470259278087
('pastry', 'beef'),	0.00630401626842908
('pork', 'beef'),	0.007625826131164209
('rolls/buns', 'beef'),	0.01362480935434672
('root vegetables', 'beef'),	0.017386883579054397
('sausage', 'beef'),	0.005592272496187087
('soda', 'beef'),	0.00813421453990849
('tropical fruit', 'beef'),	0.007625826131164209
('whipped/sour cream', 'beef'),	0.006710726995424504
('whole milk', 'beef'),	0.02125063548551093
('yogurt', 'beef'),	0.011692933401118455
('citrus fruit', 'berries'),	0.005388917132689374
('berries', 'other vegetables'),	0.010269445856634469
('berries', 'rolls/buns'),	0.0066090493136756485
('root vegetables', 'berries'),	0.0066090493136756485
('berries', 'soda'),	0.007320793085917641
('tropical fruit', 'berries'),	0.006710726995424504
('whipped/sour cream', 'berries'),	0.009049313675648195
('berries', 'whole milk'),	0.01179461108286731
('yogurt', 'berries'),	0.010574478901881037
('beverages', 'other vegetables'),	0.005185561769191663
('beverages', 'rolls/buns'),	0.005388917132689374
('beverages', 'whole milk'),	0.00681240467717336
('beverages', 'yogurt'),	0.005490594814438231
('bottled beer', 'bottled water'),	0.0157600406710727
('brown bread', 'bottled beer'),	0.005185561769191663
('butter', 'bottled beer'),	0.005795627859684799
('citrus fruit', 'bottled beer'),	0.006100660904931368
('frankfurter', 'bottled beer'),	0.005388917132689374
('bottled beer', 'fruit/vegetable juice'),	0.007015760040671073
('bottled beer', 'margarine'),	0.006100660904931368
('bottled beer', 'napkins'),	0.005185561769191663
('bottled beer', 'other vegetables'),	0.016166751398068124
('bottled beer', 'pip fruit'),	0.005897305541433655
('bottled beer', 'pork'),	0.005185561769191663
('bottled beer', 'rolls/buns'),	0.01362480935434672
('root vegetables', 'bottled beer'),	0.009659379766141332
('sausage', 'bottled beer'),	0.007829181494661922
('bottled beer', 'shopping bags'),	0.005592272496187087
('bottled beer', 'soda'),	0.016980172852058974
('tropical fruit', 'bottled beer'),	0.008235892221657347
('bottled beer', 'whole milk'),	0.02043721403152008
('yogurt', 'bottled beer'),	0.009252669039145907
('brown bread', 'bottled water'),	0.008235892221657347
('butter', 'bottled water'),	0.008947635993899338
('canned beer', 'bottled water'),	0.008032536858159633
('chicken', 'bottled water'),	0.0052872394509405184
('chocolate', 'bottled water'),	0.005795627859684799
('citrus fruit', 'bottled water'),	0.013523131672597865
('coffee', 'bottled water'),	0.007320793085917641
('cream cheese ', 'bottled water'),	0.005897305541433655
('bottled water', 'curd'),	0.006100660904931368
('dessert', 'bottled water'),	0.005185561769191663
('domestic eggs', 'bottled water'),	0.009150991357397052
('frankfurter', 'bottled water'),	0.007320793085917641
('frozen vegetables', 'bottled water'),	0.0062023385866802234
('fruit/vegetable juice', 'bottled water'),	0.014234875444839857
('hygiene articles', 'bottled water'),	0.0056939501779359435
('bottled water', 'margarine'),	0.010269445856634469
('bottled water', 'misc. beverages'),	0.0052872394509405184
('napkins', 'bottled water'),	0.00864260294865277
('newspapers', 'bottled water'),	0.01128622267412303
('onions', 'bottled water'),	0.005897305541433655
('bottled water', 'other vegetables'),	0.024809354346720894
('pastry', 'bottled water'),	0.008947635993899338
('bottled water', 'pip fruit'),	0.010574478901881037
('bottled water', 'pork'),	0.007422470767666497
('rolls/buns', 'bottled water'),	0.024199288256227757
('root vegetables', 'bottled water'),	0.015658362989323844
('sausage', 'bottled water'),	0.011997966446365024
('shopping bags', 'bottled water'),	0.010981189628876462
('bottled water', 'soda'),	0.028978139298423997
('tropical fruit', 'bottled water'),	0.018505338078291814
('whipped/sour cream', 'bottled water'),	0.008744280630401627
('whole milk', 'bottled water'),	0.03436705643111337
('yogurt', 'bottled water'),	0.022979156075241484
('brown bread', 'butter'),	0.005795627859684799
('brown bread', 'citrus fruit'),	0.008337569903406202
('brown bread', 'domestic eggs'),	0.00681240467717336
('brown bread', 'frankfurter'),	0.0071174377224199285
('brown bread', 'fruit/vegetable juice'),	0.008337569903406202
('brown bread', 'margarine'),	0.006507371631926792
('brown bread', 'newspapers'),	0.007625826131164209
('brown bread', 'other vegetables'),	0.018708693441789527
('brown bread', 'pastry'),	0.009659379766141332
('brown bread', 'pip fruit'),	0.007625826131164209
('brown bread', 'pork'),	0.005592272496187087
('brown bread', 'rolls/buns'),	0.01260803253685816
